location,zone,tank_id,tank_id_raw,date,period,parameter,value,unit
Block L,Block L,7,7,2025-07-16,afternoon,temperature,29.2,degC
Block L,Block L,7,7,2025-07-17,afternoon,dissolved_oxygen,5.49,mg/L
Block L,Block L,7,7,2025-07-17,afternoon,temperature,29.6,degC
Block L,Block L,7,7,2025-07-17,morning,dissolved_oxygen,6.02,mg/L
Block L,Block L,7,7,2025-07-17,morning,temperature,28.2,degC
Block L,Block L,7,7,2025-07-18,afternoon,dissolved_oxygen,6.07,mg/L
Block L,Block L,7,7,2025-07-18,afternoon,temperature,30.0,degC
Block L,Block L,7,7,2025-07-18,morning,dissolved_oxygen,5.42,mg/L
Block L,Block L,7,7,2025-07-18,morning,temperature,28.6,degC
Block L,Block L,7,7,2025-07-21,afternoon,dissolved_oxygen,6.71,mg/L
Block L,Block L,7,7,2025-07-21,afternoon,temperature,29.9,degC
Block L,Block L,7,7,2025-07-21,morning,dissolved_oxygen,5.67,mg/L
Block L,Block L,7,7,2025-07-21,morning,temperature,28.2,degC
Block L,Block L,7,7,2025-07-22,afternoon,dissolved_oxygen,6.2,mg/L
Block L,Block L,7,7,2025-07-22,afternoon,temperature,29.2,degC
Block L,Block L,7,7,2025-07-23,afternoon,dissolved_oxygen,5.7,mg/L
Block L,Block L,7,7,2025-07-23,afternoon,temperature,29.9,degC
Block L,Block L,7,7,2025-07-23,morning,dissolved_oxygen,5.36,mg/L
Block L,Block L,7,7,2025-07-23,morning,temperature,27.1,degC
Block L,Block L,7,7,2025-07-24,afternoon,dissolved_oxygen,6.15,mg/L
Block L,Block L,7,7,2025-07-24,afternoon,temperature,30.5,degC
Block L,Block L,7,7,2025-07-24,morning,dissolved_oxygen,7.52,mg/L
Block L,Block L,7,7,2025-07-24,morning,temperature,28.9,degC
Block L,Block L,7,7,2025-07-25,afternoon,dissolved_oxygen,7.71,mg/L
Block L,Block L,7,7,2025-07-25,afternoon,temperature,30.6,degC
Block L,Block L,7,7,2025-07-28,afternoon,dissolved_oxygen,6.33,mg/L
Block L,Block L,7,7,2025-07-28,afternoon,temperature,30.4,degC
Block L,Block L,7,7,2025-07-28,morning,dissolved_oxygen,5.18,mg/L
Block L,Block L,7,7,2025-07-28,morning,temperature,28.3,degC
Block L,Block L,7,7,2025-07-29,afternoon,dissolved_oxygen,6.28,mg/L
Block L,Block L,7,7,2025-07-29,afternoon,temperature,30.5,degC
Block L,Block L,7,7,2025-07-29,morning,dissolved_oxygen,5.57,mg/L
Block L,Block L,7,7,2025-07-29,morning,temperature,28.8,degC
Block L,Block L,7,7,2025-07-30,afternoon,dissolved_oxygen,5.36,mg/L
Block L,Block L,7,7,2025-07-30,afternoon,temperature,29.8,degC
Block L,Block L,8,8,2025-07-08,afternoon,dissolved_oxygen,6.65,mg/L
Block L,Block L,8,8,2025-07-08,afternoon,temperature,28.8,degC
Block L,Block L,8,8,2025-07-10,afternoon,dissolved_oxygen,6.38,mg/L
Block L,Block L,8,8,2025-07-10,afternoon,temperature,27.4,degC
Block L,Block L,8,8,2025-07-10,morning,dissolved_oxygen,6.3,mg/L
Block L,Block L,8,8,2025-07-10,morning,temperature,27.4,degC
Block L,Block L,8,8,2025-07-11,afternoon,dissolved_oxygen,6.1,mg/L
Block L,Block L,8,8,2025-07-11,afternoon,temperature,27.6,degC
Block L,Block L,8,8,2025-07-11,morning,dissolved_oxygen,6.28,mg/L
Block L,Block L,8,8,2025-07-11,morning,temperature,26.8,degC
Block L,Block L,8,8,2025-07-15,afternoon,dissolved_oxygen,5.23,mg/L
Block L,Block L,8,8,2025-07-15,afternoon,temperature,27.4,degC
Block L,Block L,8,8,2025-07-15,morning,dissolved_oxygen,5.22,mg/L
Block L,Block L,8,8,2025-07-15,morning,temperature,27.0,degC
Block L,Block L,8,8,2025-07-16,afternoon,dissolved_oxygen,5.59,mg/L
Block L,Block L,8,8,2025-07-16,afternoon,temperature,27.5,degC
Block L,Block L,8,8,2025-07-17,afternoon,dissolved_oxygen,5.47,mg/L
Block L,Block L,8,8,2025-07-17,afternoon,temperature,27.8,degC
Block L,Block L,8,8,2025-07-17,morning,dissolved_oxygen,5.54,mg/L
Block L,Block L,8,8,2025-07-17,morning,temperature,27.2,degC
Block L,Block L,8,8,2025-07-18,afternoon,dissolved_oxygen,5.25,mg/L
Block L,Block L,8,8,2025-07-18,afternoon,temperature,31.4,degC
Block L,Block L,8,8,2025-07-18,morning,dissolved_oxygen,5.01,mg/L
Block L,Block L,8,8,2025-07-18,morning,temperature,27.4,degC
Block L,Block L,8,8,2025-07-21,afternoon,dissolved_oxygen,6.0,mg/L
Block L,Block L,8,8,2025-07-21,afternoon,temperature,28.0,degC
Block L,Block L,8,8,2025-07-21,morning,dissolved_oxygen,6.41,mg/L
Block L,Block L,8,8,2025-07-21,morning,temperature,27.3,degC
Block L,Block L,8,8,2025-07-22,afternoon,dissolved_oxygen,4.27,mg/L
Block L,Block L,8,8,2025-07-22,afternoon,temperature,28.1,degC
Block L,Block L,8,8,2025-07-23,afternoon,dissolved_oxygen,6.35,mg/L
Block L,Block L,8,8,2025-07-23,afternoon,temperature,28.1,degC
Block L,Block L,8,8,2025-07-23,morning,dissolved_oxygen,5.56,mg/L
Block L,Block L,8,8,2025-07-23,morning,temperature,27.2,degC
Block L,Block L,8,8,2025-07-24,afternoon,dissolved_oxygen,7.09,mg/L
Block L,Block L,8,8,2025-07-24,afternoon,temperature,28.2,degC
Block L,Block L,8,8,2025-07-24,morning,dissolved_oxygen,7.83,mg/L
Block L,Block L,8,8,2025-07-24,morning,temperature,27.4,degC
Block L,Block L,8,8,2025-07-25,afternoon,dissolved_oxygen,8.03,mg/L
Block L,Block L,8,8,2025-07-25,afternoon,temperature,29.4,degC
Block L,Block L,8,8,2025-07-28,afternoon,dissolved_oxygen,5.81,mg/L
Block L,Block L,8,8,2025-07-28,afternoon,temperature,31.3,degC
Block L,Block L,8,8,2025-07-28,morning,dissolved_oxygen,5.85,mg/L
Block L,Block L,8,8,2025-07-28,morning,temperature,27.6,degC
Block L,Block L,8,8,2025-07-29,afternoon,dissolved_oxygen,5.57,mg/L
Block L,Block L,8,8,2025-07-29,afternoon,temperature,29.5,degC
Block L,Block L,8,8,2025-07-29,morning,dissolved_oxygen,5.72,mg/L
Block L,Block L,8,8,2025-07-29,morning,temperature,28.8,degC
Block L,Block L,8,8,2025-07-30,afternoon,dissolved_oxygen,6.33,mg/L
Block L,Block L,8,8,2025-07-30,afternoon,temperature,29.4,degC
Block L,Block L,9,9,2025-07-08,afternoon,dissolved_oxygen,6.91,mg/L
Block L,Block L,9,9,2025-07-08,afternoon,temperature,28.6,degC
Block L,Block L,9,9,2025-07-10,afternoon,dissolved_oxygen,6.63,mg/L
Block L,Block L,9,9,2025-07-10,afternoon,temperature,27.3,degC
Block L,Block L,9,9,2025-07-10,morning,dissolved_oxygen,6.36,mg/L
Block L,Block L,9,9,2025-07-10,morning,temperature,27.3,degC
Block L,Block L,9,9,2025-07-11,afternoon,dissolved_oxygen,6.13,mg/L
Block L,Block L,9,9,2025-07-11,afternoon,temperature,27.9,degC
Block L,Block L,9,9,2025-07-11,morning,dissolved_oxygen,7.06,mg/L
Block L,Block L,9,9,2025-07-11,morning,temperature,26.8,degC
Block L,Block L,9,9,2025-07-15,afternoon,dissolved_oxygen,5.48,mg/L
Block L,Block L,9,9,2025-07-15,afternoon,temperature,27.4,degC
Block L,Block L,9,9,2025-07-15,morning,dissolved_oxygen,5.51,mg/L
Block L,Block L,9,9,2025-07-15,morning,temperature,27.0,degC
Block L,Block L,9,9,2025-07-16,afternoon,dissolved_oxygen,5.71,mg/L
Block L,Block L,9,9,2025-07-16,afternoon,temperature,27.4,degC
Block L,Block L,9,9,2025-07-17,afternoon,dissolved_oxygen,5.51,mg/L
Block L,Block L,9,9,2025-07-17,afternoon,temperature,27.7,degC
Block L,Block L,9,9,2025-07-17,morning,dissolved_oxygen,5.8,mg/L
Block L,Block L,9,9,2025-07-17,morning,temperature,27.2,degC
Block L,Block L,9,9,2025-07-18,afternoon,dissolved_oxygen,4.8,mg/L
Block L,Block L,9,9,2025-07-18,afternoon,temperature,31.4,degC
Block L,Block L,9,9,2025-07-18,morning,dissolved_oxygen,5.01,mg/L
Block L,Block L,9,9,2025-07-18,morning,temperature,27.4,degC
Block L,Block L,9,9,2025-07-21,afternoon,dissolved_oxygen,5.24,mg/L
Block L,Block L,9,9,2025-07-21,afternoon,temperature,27.9,degC
Block L,Block L,9,9,2025-07-21,morning,dissolved_oxygen,6.22,mg/L
Block L,Block L,9,9,2025-07-21,morning,temperature,27.3,degC
Block L,Block L,9,9,2025-07-22,afternoon,dissolved_oxygen,4.69,mg/L
Block L,Block L,9,9,2025-07-22,afternoon,temperature,27.8,degC
Block L,Block L,9,9,2025-07-23,afternoon,dissolved_oxygen,5.14,mg/L
Block L,Block L,9,9,2025-07-23,afternoon,temperature,27.8,degC
Block L,Block L,9,9,2025-07-23,morning,dissolved_oxygen,6.48,mg/L
Block L,Block L,9,9,2025-07-23,morning,temperature,27.5,degC
Block L,Block L,9,9,2025-07-24,afternoon,dissolved_oxygen,7.13,mg/L
Block L,Block L,9,9,2025-07-24,afternoon,temperature,28.1,degC
Block L,Block L,9,9,2025-07-24,morning,dissolved_oxygen,7.74,mg/L
Block L,Block L,9,9,2025-07-24,morning,temperature,27.4,degC
Block L,Block L,9,9,2025-07-25,afternoon,dissolved_oxygen,7.98,mg/L
Block L,Block L,9,9,2025-07-25,afternoon,temperature,29.0,degC
Block L,Block L,9,9,2025-07-28,afternoon,dissolved_oxygen,6.63,mg/L
Block L,Block L,9,9,2025-07-28,afternoon,temperature,31.0,degC
Block L,Block L,9,9,2025-07-28,morning,ammonia,2.44,mg/L
Block L,Block L,9,9,2025-07-28,morning,dissolved_oxygen,6.13,mg/L
Block L,Block L,9,9,2025-07-28,morning,ph,6.94,pH
Block L,Block L,9,9,2025-07-28,morning,temperature,27.5,degC
Block L,Block L,9,9,2025-07-29,afternoon,dissolved_oxygen,6.77,mg/L
Block L,Block L,9,9,2025-07-29,afternoon,temperature,29.0,degC
Block L,Block L,9,9,2025-07-29,morning,dissolved_oxygen,6.67,mg/L
Block L,Block L,9,9,2025-07-29,morning,temperature,28.6,degC
Block L,Block L,9,9,2025-07-30,afternoon,dissolved_oxygen,4.99,mg/L
Block L,Block L,9,9,2025-07-30,afternoon,temperature,29.6,degC
Block L,Block L,10,10,2025-07-08,afternoon,dissolved_oxygen,6.14,mg/L
Block L,Block L,10,10,2025-07-08,afternoon,temperature,28.8,degC
Block L,Block L,10,10,2025-07-10,afternoon,dissolved_oxygen,6.25,mg/L
Block L,Block L,10,10,2025-07-10,afternoon,temperature,27.5,degC
Block L,Block L,10,10,2025-07-10,morning,dissolved_oxygen,6.35,mg/L
Block L,Block L,10,10,2025-07-10,morning,temperature,27.5,degC
Block L,Block L,10,10,2025-07-11,afternoon,dissolved_oxygen,6.41,mg/L
Block L,Block L,10,10,2025-07-11,afternoon,temperature,28.1,degC
Block L,Block L,10,10,2025-07-11,morning,dissolved_oxygen,6.8,mg/L
Block L,Block L,10,10,2025-07-11,morning,temperature,27.0,degC
Block L,Block L,10,10,2025-07-15,afternoon,dissolved_oxygen,5.87,mg/L
Block L,Block L,10,10,2025-07-15,afternoon,temperature,28.0,degC
Block L,Block L,10,10,2025-07-15,morning,dissolved_oxygen,5.8,mg/L
Block L,Block L,10,10,2025-07-15,morning,temperature,27.2,degC
Block L,Block L,10,10,2025-07-16,afternoon,dissolved_oxygen,6.08,mg/L
Block L,Block L,10,10,2025-07-16,afternoon,temperature,27.7,degC
Block L,Block L,10,10,2025-07-17,afternoon,dissolved_oxygen,5.76,mg/L
Block L,Block L,10,10,2025-07-17,afternoon,temperature,28.4,degC
Block L,Block L,10,10,2025-07-17,morning,dissolved_oxygen,6.21,mg/L
Block L,Block L,10,10,2025-07-17,morning,temperature,27.4,degC
Block L,Block L,10,10,2025-07-18,afternoon,dissolved_oxygen,5.45,mg/L
Block L,Block L,10,10,2025-07-18,afternoon,temperature,31.4,degC
Block L,Block L,10,10,2025-07-18,morning,dissolved_oxygen,5.67,mg/L
Block L,Block L,10,10,2025-07-18,morning,temperature,27.5,degC
Block L,Block L,10,10,2025-07-21,afternoon,dissolved_oxygen,6.14,mg/L
Block L,Block L,10,10,2025-07-21,afternoon,temperature,28.6,degC
Block L,Block L,10,10,2025-07-21,morning,dissolved_oxygen,6.74,mg/L
Block L,Block L,10,10,2025-07-21,morning,temperature,27.5,degC
Block L,Block L,10,10,2025-07-22,afternoon,dissolved_oxygen,5.75,mg/L
Block L,Block L,10,10,2025-07-22,afternoon,temperature,28.3,degC
Block L,Block L,10,10,2025-07-23,afternoon,dissolved_oxygen,5.34,mg/L
Block L,Block L,10,10,2025-07-23,afternoon,temperature,29.3,degC
Block L,Block L,10,10,2025-07-23,morning,dissolved_oxygen,6.27,mg/L
Block L,Block L,10,10,2025-07-23,morning,temperature,27.3,degC
Block L,Block L,10,10,2025-07-24,afternoon,dissolved_oxygen,8.04,mg/L
Block L,Block L,10,10,2025-07-24,afternoon,temperature,28.5,degC
Block L,Block L,10,10,2025-07-24,morning,dissolved_oxygen,8.27,mg/L
Block L,Block L,10,10,2025-07-24,morning,temperature,27.4,degC
Block L,Block L,10,10,2025-07-25,afternoon,dissolved_oxygen,8.24,mg/L
Block L,Block L,10,10,2025-07-25,afternoon,temperature,29.2,degC
Block L,Block L,10,10,2025-07-28,afternoon,dissolved_oxygen,6.24,mg/L
Block L,Block L,10,10,2025-07-28,afternoon,temperature,30.9,degC
Block L,Block L,10,10,2025-07-28,morning,dissolved_oxygen,6.16,mg/L
Block L,Block L,10,10,2025-07-28,morning,temperature,27.6,degC
Block L,Block L,10,10,2025-07-29,afternoon,dissolved_oxygen,5.9,mg/L
Block L,Block L,10,10,2025-07-29,afternoon,temperature,29.4,degC
Block L,Block L,10,10,2025-07-29,morning,dissolved_oxygen,6.02,mg/L
Block L,Block L,10,10,2025-07-29,morning,temperature,28.7,degC
Block L,Block L,10,10,2025-07-30,afternoon,dissolved_oxygen,4.36,mg/L
Block L,Block L,10,10,2025-07-30,afternoon,temperature,29.7,degC
Block L,Block L,11,11,2025-07-01,afternoon,dissolved_oxygen,5.7,mg/L
Block L,Block L,11,11,2025-07-01,afternoon,temperature,29.7,degC
Block L,Block L,11,11,2025-07-01,morning,ammonia,1.65,mg/L
Block L,Block L,11,11,2025-07-01,morning,dissolved_oxygen,6.31,mg/L
Block L,Block L,11,11,2025-07-01,morning,nitrate,1.4,mg/L
Block L,Block L,11,11,2025-07-01,morning,nitrite,0.028,mg/L
Block L,Block L,11,11,2025-07-01,morning,ph,6.74,pH
Block L,Block L,11,11,2025-07-01,morning,temperature,27.4,degC
Block L,Block L,11,11,2025-07-02,afternoon,dissolved_oxygen,5.18,mg/L
Block L,Block L,11,11,2025-07-02,afternoon,temperature,28.6,degC
Block L,Block L,11,11,2025-07-02,morning,dissolved_oxygen,5.78,mg/L
Block L,Block L,11,11,2025-07-02,morning,temperature,27.8,degC
Block L,Block L,11,11,2025-07-03,morning,dissolved_oxygen,4.84,mg/L
Block L,Block L,11,11,2025-07-03,morning,temperature,27.0,degC
Block L,Block L,11,11,2025-07-04,afternoon,dissolved_oxygen,4.54,mg/L
Block L,Block L,11,11,2025-07-04,afternoon,temperature,28.3,degC
Block L,Block L,11,11,2025-07-04,morning,dissolved_oxygen,4.75,mg/L
Block L,Block L,11,11,2025-07-04,morning,temperature,27.1,degC
Block L,Block L,11,11,2025-07-07,morning,ammonia,4.1,mg/L
Block L,Block L,11,11,2025-07-07,morning,nitrate,1.7,mg/L
Block L,Block L,11,11,2025-07-07,morning,nitrite,0.034,mg/L
Block L,Block L,11,11,2025-07-07,morning,ph,6.54,pH
Block L,Block L,11,11,2025-07-08,afternoon,dissolved_oxygen,5.72,mg/L
Block L,Block L,11,11,2025-07-08,afternoon,temperature,27.8,degC
Block L,Block L,11,11,2025-07-10,afternoon,dissolved_oxygen,5.77,mg/L
Block L,Block L,11,11,2025-07-10,afternoon,temperature,28.3,degC
Block L,Block L,11,11,2025-07-10,morning,dissolved_oxygen,6.1,mg/L
Block L,Block L,11,11,2025-07-10,morning,temperature,28.2,degC
Block L,Block L,11,11,2025-07-11,afternoon,dissolved_oxygen,5.56,mg/L
Block L,Block L,11,11,2025-07-11,afternoon,temperature,28.6,degC
Block L,Block L,11,11,2025-07-11,morning,ammonia,2.64,mg/L
Block L,Block L,11,11,2025-07-11,morning,dissolved_oxygen,5.86,mg/L
Block L,Block L,11,11,2025-07-11,morning,nitrate,0.8,mg/L
Block L,Block L,11,11,2025-07-11,morning,nitrite,0.092,mg/L
Block L,Block L,11,11,2025-07-11,morning,ph,6.53,pH
Block L,Block L,11,11,2025-07-11,morning,temperature,27.2,degC
Block L,Block L,11,11,2025-07-15,afternoon,dissolved_oxygen,5.3,mg/L
Block L,Block L,11,11,2025-07-15,afternoon,temperature,28.4,degC
Block L,Block L,11,11,2025-07-15,morning,ammonia,0.4,mg/L
Block L,Block L,11,11,2025-07-15,morning,dissolved_oxygen,5.12,mg/L
Block L,Block L,11,11,2025-07-15,morning,nitrate,2.6,mg/L
Block L,Block L,11,11,2025-07-15,morning,nitrite,0.415,mg/L
Block L,Block L,11,11,2025-07-15,morning,ph,6.97,pH
Block L,Block L,11,11,2025-07-15,morning,temperature,27.6,degC
Block L,Block L,11,11,2025-07-16,afternoon,dissolved_oxygen,5.13,mg/L
Block L,Block L,11,11,2025-07-16,afternoon,temperature,28.3,degC
Block L,Block L,11,11,2025-07-17,afternoon,dissolved_oxygen,6.0,mg/L
Block L,Block L,11,11,2025-07-17,afternoon,temperature,29.6,degC
Block L,Block L,11,11,2025-07-17,morning,dissolved_oxygen,5.36,mg/L
Block L,Block L,11,11,2025-07-17,morning,temperature,28.7,degC
Block L,Block L,11,11,2025-07-18,afternoon,dissolved_oxygen,6.1,mg/L
Block L,Block L,11,11,2025-07-18,afternoon,temperature,29.0,degC
Block L,Block L,11,11,2025-07-18,morning,dissolved_oxygen,6.42,mg/L
Block L,Block L,11,11,2025-07-18,morning,temperature,28.0,degC
Block L,Block L,11,11,2025-07-21,afternoon,dissolved_oxygen,6.42,mg/L
Block L,Block L,11,11,2025-07-21,afternoon,temperature,28.7,degC
Block L,Block L,11,11,2025-07-21,morning,dissolved_oxygen,7.22,mg/L
Block L,Block L,11,11,2025-07-21,morning,temperature,27.4,degC
Block L,Block L,11,11,2025-07-22,afternoon,dissolved_oxygen,6.39,mg/L
Block L,Block L,11,11,2025-07-22,afternoon,temperature,28.4,degC
Block L,Block L,11,11,2025-07-23,afternoon,dissolved_oxygen,6.21,mg/L
Block L,Block L,11,11,2025-07-23,afternoon,temperature,31.4,degC
Block L,Block L,11,11,2025-07-23,morning,dissolved_oxygen,6.76,mg/L
Block L,Block L,11,11,2025-07-23,morning,temperature,27.3,degC
Block L,Block L,11,11,2025-07-24,afternoon,dissolved_oxygen,8.82,mg/L
Block L,Block L,11,11,2025-07-24,afternoon,temperature,28.8,degC
Block L,Block L,11,11,2025-07-24,morning,dissolved_oxygen,8.63,mg/L
Block L,Block L,11,11,2025-07-24,morning,temperature,27.5,degC
Block L,Block L,11,11,2025-07-25,afternoon,dissolved_oxygen,7.79,mg/L
Block L,Block L,11,11,2025-07-25,afternoon,temperature,29.9,degC
Block L,Block L,11,11,2025-07-28,afternoon,dissolved_oxygen,6.47,mg/L
Block L,Block L,11,11,2025-07-28,afternoon,temperature,28.9,degC
Block L,Block L,11,11,2025-07-28,morning,ammonia,0.14,mg/L
Block L,Block L,11,11,2025-07-28,morning,dissolved_oxygen,6.25,mg/L
Block L,Block L,11,11,2025-07-28,morning,ph,6.89,pH
Block L,Block L,11,11,2025-07-28,morning,temperature,27.6,degC
Block L,Block L,11,11,2025-07-29,afternoon,dissolved_oxygen,5.81,mg/L
Block L,Block L,11,11,2025-07-29,afternoon,temperature,29.0,degC
Block L,Block L,11,11,2025-07-29,morning,dissolved_oxygen,6.13,mg/L
Block L,Block L,11,11,2025-07-29,morning,temperature,27.9,degC
Block L,Block L,11,11,2025-07-30,afternoon,dissolved_oxygen,6.47,mg/L
Block L,Block L,11,11,2025-07-30,afternoon,temperature,29.1,degC
Block L,Block L,12,12,2025-07-01,afternoon,dissolved_oxygen,6.5,mg/L
Block L,Block L,12,12,2025-07-01,afternoon,temperature,29.8,degC
Block L,Block L,12,12,2025-07-01,morning,ammonia,2.7,mg/L
Block L,Block L,12,12,2025-07-01,morning,dissolved_oxygen,7.09,mg/L
Block L,Block L,12,12,2025-07-01,morning,nitrate,1.9,mg/L
Block L,Block L,12,12,2025-07-01,morning,nitrite,0.019,mg/L
Block L,Block L,12,12,2025-07-01,morning,ph,6.63,pH
Block L,Block L,12,12,2025-07-01,morning,temperature,27.5,degC
Block L,Block L,12,12,2025-07-02,afternoon,dissolved_oxygen,5.19,mg/L
Block L,Block L,12,12,2025-07-02,afternoon,temperature,28.5,degC
Block L,Block L,12,12,2025-07-02,morning,dissolved_oxygen,6.58,mg/L
Block L,Block L,12,12,2025-07-02,morning,temperature,27.8,degC
Block L,Block L,12,12,2025-07-03,morning,dissolved_oxygen,6.64,mg/L
Block L,Block L,12,12,2025-07-03,morning,temperature,26.8,degC
Block L,Block L,12,12,2025-07-04,afternoon,dissolved_oxygen,5.98,mg/L
Block L,Block L,12,12,2025-07-04,afternoon,temperature,28.1,degC
Block L,Block L,12,12,2025-07-04,morning,dissolved_oxygen,6.38,mg/L
Block L,Block L,12,12,2025-07-04,morning,temperature,26.9,degC
Block L,Block L,12,12,2025-07-07,morning,ammonia,1.22,mg/L
Block L,Block L,12,12,2025-07-07,morning,nitrate,1.1,mg/L
Block L,Block L,12,12,2025-07-07,morning,nitrite,0.047,mg/L
Block L,Block L,12,12,2025-07-07,morning,ph,6.71,pH
Block L,Block L,12,12,2025-07-08,afternoon,dissolved_oxygen,6.43,mg/L
Block L,Block L,12,12,2025-07-08,afternoon,temperature,27.9,degC
Block L,Block L,12,12,2025-07-10,afternoon,dissolved_oxygen,6.59,mg/L
Block L,Block L,12,12,2025-07-10,afternoon,temperature,28.2,degC
Block L,Block L,12,12,2025-07-10,morning,dissolved_oxygen,6.14,mg/L
Block L,Block L,12,12,2025-07-10,morning,temperature,28.2,degC
Block L,Block L,12,12,2025-07-11,afternoon,dissolved_oxygen,6.0,mg/L
Block L,Block L,12,12,2025-07-11,afternoon,temperature,28.5,degC
Block L,Block L,12,12,2025-07-11,morning,ammonia,0.91,mg/L
Block L,Block L,12,12,2025-07-11,morning,dissolved_oxygen,6.54,mg/L
Block L,Block L,12,12,2025-07-11,morning,nitrate,1.0,mg/L
Block L,Block L,12,12,2025-07-11,morning,nitrite,0.096,mg/L
Block L,Block L,12,12,2025-07-11,morning,ph,6.62,pH
Block L,Block L,12,12,2025-07-11,morning,temperature,27.3,degC
Block L,Block L,12,12,2025-07-15,afternoon,dissolved_oxygen,6.49,mg/L
Block L,Block L,12,12,2025-07-15,afternoon,temperature,28.4,degC
Block L,Block L,12,12,2025-07-15,morning,ammonia,0.9,mg/L
Block L,Block L,12,12,2025-07-15,morning,dissolved_oxygen,6.55,mg/L
Block L,Block L,12,12,2025-07-15,morning,nitrate,1.3,mg/L
Block L,Block L,12,12,2025-07-15,morning,nitrite,0.253,mg/L
Block L,Block L,12,12,2025-07-15,morning,ph,7.01,pH
Block L,Block L,12,12,2025-07-15,morning,temperature,27.5,degC
Block L,Block L,12,12,2025-07-16,afternoon,dissolved_oxygen,6.62,mg/L
Block L,Block L,12,12,2025-07-16,afternoon,temperature,28.3,degC
Block L,Block L,12,12,2025-07-17,afternoon,dissolved_oxygen,5.86,mg/L
Block L,Block L,12,12,2025-07-17,afternoon,temperature,29.5,degC
Block L,Block L,12,12,2025-07-17,morning,dissolved_oxygen,6.23,mg/L
Block L,Block L,12,12,2025-07-17,morning,temperature,28.7,degC
Block L,Block L,12,12,2025-07-18,afternoon,dissolved_oxygen,6.31,mg/L
Block L,Block L,12,12,2025-07-18,afternoon,temperature,29.0,degC
Block L,Block L,12,12,2025-07-18,morning,dissolved_oxygen,6.35,mg/L
Block L,Block L,12,12,2025-07-18,morning,temperature,28.1,degC
Block L,Block L,12,12,2025-07-21,afternoon,dissolved_oxygen,6.7,mg/L
Block L,Block L,12,12,2025-07-21,afternoon,temperature,28.7,degC
Block L,Block L,12,12,2025-07-21,morning,dissolved_oxygen,6.82,mg/L
